"WHSE","YEAR","MONTH","WEEK","DATE","DEPT_WORKED","CORE_PROCESS","SKU_CLASS","STD_TIME","ACTUAL_TIME","INDIRECT_TIME","ONSTD_TIME","WEIGHT","CUBE","CARTONS","PALLET","LINES","TRAILER_CHURN","EFF","WEIGHT_PH","CUBE_PH","CARTONS_PH","PALLET_PH","LINES_PH","TRAILER_PH","CUBE_PER_LINE","CUBE_PER_TRAILER"
5,22,5,21,2022-05-23,"INBOUND","RECEIVING","DOMESTIC",56.04,71.12,2.5,61.78,63841.83,6289.62,5719,1431,213,3,90.71,897.66,88.44,80.41,20.12,2.99,0.04,29.53,2096.54
5,22,5,21,2022-05-24,"INBOUND","RECEIVING","OFFSHORE",178.25,297.58,18.27,256.55,289954.68,23680.84,35433.51,18674,10210,17,69.48,974.38,79.58,119.07,62.75,34.31,0.06,2.32,1392.99
5,22,5,21,2022-05-24,"INBOUND","RECEIVING","DOMESTIC",72.63,70.05,1.68,61.27,64448.37,6524.8,5180,1187.5,260.5,5,118.54,920.03,93.14,73.95,16.95,3.72,0.07,25.05,1304.96
5,22,5,21,2022-05-25,"INBOUND","RECEIVING","OFFSHORE",193.08,290.53,22.7,250.93,313373.2,25424.78,35386.33,17419.5,8860.5,19,76.95,1078.63,87.51,121.8,59.96,30.5,0.07,2.87,1338.15
5,22,5,21,2022-05-25,"INBOUND","RECEIVING","DOMESTIC",91.24,91.62,5.68,78.88,72588.22,9559.43,6046,2297,382,13,115.67,792.27,104.34,65.99,25.07,4.17,0.14,25.02,735.34
5,22,5,21,2022-05-26,"INBOUND","RECEIVING","OFFSHORE",174.99,243.33,6.67,212.33,252824.25,21208.95,30195.03,13062,6641.5,9,82.41,1039.02,87.16,124.09,53.68,27.29,0.04,3.19,2356.55
5,22,5,21,2022-05-26,"INBOUND","RECEIVING","DOMESTIC",66.39,81.22,0,69.5,120298.97,9526.57,9263,1777.5,332.5,5,95.53,1481.15,117.29,114.05,21.89,4.09,0.06,28.65,1905.31
5,22,5,22,2022-05-27,"INBOUND","RECEIVING","OFFSHORE",159.28,235.33,11.45,203.95,260956.16,22843.44,27603.84,17417,8421,19,78.1,1108.89,97.07,117.3,74.01,35.78,0.08,2.71,1202.29
5,22,5,22,2022-05-27,"INBOUND","RECEIVING","DOMESTIC",90.01,87.98,3,76.1,240858.58,14009.31,14627,3284,500,15,118.28,2737.65,159.23,166.25,37.33,5.68,0.17,28.02,933.95
5,22,5,22,2022-05-28,"INBOUND","RECEIVING","OFFSHORE",146.85,230.58,30.13,199.12,231753.29,32298.52,23353.92,17993,8197,15,73.75,1005.09,140.08,101.28,78.03,35.55,0.07,3.94,2153.23
5,22,5,22,2022-05-28,"INBOUND","RECEIVING","DOMESTIC",44.42,65.27,12.23,57.33,154499.47,9660.41,3596.5,491.5,89.5,4,77.48,2367.08,148.01,55.1,7.53,1.37,0.06,107.94,2415.1
5,22,5,22,2022-05-29,"INBOUND","RECEIVING","OFFSHORE",169.92,253.9,27.83,219.95,282527.36,25151.5,22837.68,19058.6,7476.6,7,77.25,1112.75,99.06,89.95,75.06,29.45,0.03,3.36,3593.07
5,22,5,22,2022-05-29,"INBOUND","RECEIVING","DOMESTIC",59.62,83.3,5.92,70.78,152834.28,10153.61,6749.4,2299.4,342.7,4,84.23,1834.75,121.89,81.03,27.6,4.11,0.05,29.63,2538.4
5,22,5,22,2022-05-30,"INBOUND","RECEIVING","OFFSHORE",163.19,256.48,20.63,222.57,247292.14,19641.24,23119.12,12989.85,6600.1,4,73.32,964.18,76.58,90.14,50.65,25.73,0.02,2.98,4910.31
5,22,5,22,2022-05-30,"INBOUND","RECEIVING","DOMESTIC",55.9,70.27,4.78,61.65,85515.74,6990.52,4950.75,1478,256,4,90.67,1216.96,99.48,70.45,21.03,3.64,0.06,27.31,1747.63
5,22,5,22,2022-05-31,"INBOUND","RECEIVING","OFFSHORE",140.53,221.3,10.48,196.73,182143.41,18213.76,18918.84,11279.5,5282.25,4,71.43,823.06,82.3,85.49,50.97,23.87,0.02,3.45,4553.44
5,22,5,22,2022-05-31,"INBOUND","RECEIVING","DOMESTIC",27.62,28.22,1.13,24.12,60168.92,3300.86,4122,735,135,2,114.51,2132.14,116.97,146.07,26.05,4.78,0.07,24.45,1650.43
5,22,6,22,2022-06-01,"INBOUND","RECEIVING","OFFSHORE",130.58,185.67,0.67,164.03,195737.29,17429.11,19577.48,16387.17,8440.83,4,79.61,1054.22,93.87,105.44,88.26,45.46,0.02,2.06,4357.28
5,22,6,22,2022-06-01,"INBOUND","RECEIVING","DOMESTIC",72.77,80.22,0,68.95,75409.72,9024.65,4581.5,2951.25,376.25,3,105.54,940.04,112.5,57.11,36.79,4.69,0.04,23.99,3008.22
5,22,6,22,2022-06-02,"INBOUND","RECEIVING","OFFSHORE",126.15,232.6,19.78,200.5,220507.77,22010.12,24535.86,11820.5,3755.5,3,62.92,948.01,94.63,105.49,50.82,16.15,0.01,5.86,7336.71
5,22,6,22,2022-06-02,"INBOUND","RECEIVING","DOMESTIC",73.28,99.88,6.35,85.33,112329.96,9959.82,5882,4166,447,2,85.88,1124.65,99.72,58.89,41.71,4.48,0.02,22.28,4979.91
5,22,6,23,2022-06-03,"INBOUND","RECEIVING","OFFSHORE",192.21,319.65,40.42,274.05,407498,29937.12,40202.15,16837,5985.5,8,70.14,1274.83,93.66,125.77,52.67,18.73,0.03,5,3742.14
5,22,6,23,2022-06-03,"INBOUND","RECEIVING","DOMESTIC",80.71,109,4.98,94.6,120526.92,12068.08,7753,3974.5,423,4,85.32,1105.75,110.72,71.13,36.46,3.88,0.04,28.53,3017.02
5,22,6,23,2022-06-04,"INBOUND","RECEIVING","OFFSHORE",251.42,364.48,28.22,315.02,369450.14,32589.8,36422.71,26802,13046,6,79.81,1013.64,89.41,99.93,73.53,35.79,0.02,2.5,5431.63
5,22,6,23,2022-06-04,"INBOUND","RECEIVING","DOMESTIC",86.32,123.92,2.57,108.85,111323.3,9849.27,7974.67,3108.5,622,4,79.3,898.35,79.48,64.35,25.08,5.02,0.03,15.83,2462.32
5,22,6,23,2022-06-05,"INBOUND","RECEIVING","OFFSHORE",273.15,347.85,11.15,304.42,333817.53,32613.09,36722.29,24041,12219,11,89.73,959.66,93.76,105.57,69.11,35.13,0.03,2.67,2964.83
5,22,6,23,2022-06-05,"INBOUND","RECEIVING","DOMESTIC",45.08,60.6,0.2,52.03,112547.47,7460.08,7047.2,1782,302,6,86.64,1857.22,123.1,116.29,29.41,4.98,0.1,24.7,1243.35
5,22,6,23,2022-06-06,"INBOUND","RECEIVING","OFFSHORE",200.85,312.97,25.07,272.3,327435,28603.96,38183.69,22334,12578,4,73.76,1046.22,91.4,122,71.36,40.19,0.01,2.27,7150.99
5,22,6,23,2022-06-06,"INBOUND","RECEIVING","DOMESTIC",76.46,64.38,2.82,55.65,179353,10041.55,11185,2461,393,9,137.39,2785.85,155.97,173.73,38.23,6.1,0.14,25.55,1115.73
5,22,6,23,2022-06-07,"INBOUND","RECEIVING","OFFSHORE",189.8,306,10.47,268.57,284941.28,26478.95,33059.64,16198,7180,6,70.67,931.18,86.53,108.04,52.93,23.46,0.02,3.69,4413.16
5,22,6,23,2022-06-07,"INBOUND","RECEIVING","DOMESTIC",96.22,104.25,2.48,89.33,117072.01,8378.91,7265,2279,402,5,107.71,1122.99,80.37,69.69,21.86,3.86,0.05,20.84,1675.78
5,22,6,23,2022-06-08,"INBOUND","RECEIVING","OFFSHORE",214.31,310.53,31.17,271.67,322105.01,27064.64,29680.1,18165,6531,5,78.89,1037.28,87.16,95.58,58.5,21.03,0.02,4.14,5412.93
5,22,6,23,2022-06-08,"INBOUND","RECEIVING","DOMESTIC",74.05,99.35,8.87,87.98,76484.17,8520.93,4525.5,1765,274,6,84.17,769.85,85.77,45.55,17.77,2.76,0.06,31.1,1420.15
5,22,6,23,2022-06-09,"INBOUND","RECEIVING","OFFSHORE",202.73,250.55,21.3,216.17,270756.4,24036.55,24394.16,13556,5719.5,9,93.78,1080.65,95.94,97.36,54.1,22.83,0.04,4.2,2670.73
5,22,6,23,2022-06-09,"INBOUND","RECEIVING","DOMESTIC",96.68,107.3,7.43,92.43,131329,10614.45,7001.83,3121,314,6,104.6,1223.94,98.92,65.25,29.09,2.93,0.06,33.8,1769.08
5,22,6,24,2022-06-10,"INBOUND","RECEIVING","OFFSHORE",220.05,384.65,7.87,332.73,365047.28,29045.33,32136.95,19110.9,9161.28,4,66.13,949.04,75.51,83.55,49.68,23.82,0.01,3.17,7261.33
5,22,6,24,2022-06-10,"INBOUND","RECEIVING","DOMESTIC",97.14,111.6,2.67,98.82,136140.61,13673.93,9767.6,3642.2,490.2,5,98.3,1219.9,122.53,87.52,32.64,4.39,0.04,27.89,2734.79
5,22,6,24,2022-06-11,"INBOUND","RECEIVING","OFFSHORE",215,393.32,34.77,344.4,331934.74,30261.01,28375.25,25200.9,12724.5,4,62.43,843.93,76.94,72.14,64.07,32.35,0.01,2.38,7565.25
5,22,6,24,2022-06-11,"INBOUND","RECEIVING","DOMESTIC",65.6,86.27,6.18,74.93,108064.38,9375.87,7095.2,2586.1,367.5,2,87.55,1252.63,108.68,82.24,29.98,4.26,0.02,25.51,4687.94
5,22,6,24,2022-06-12,"INBOUND","RECEIVING","OFFSHORE",207.35,262.4,19.38,226.8,325978.49,30369.52,30686.97,27597,13253,18,91.42,1242.3,115.74,116.95,105.17,50.51,0.07,2.29,1687.2
5,22,6,24,2022-06-12,"INBOUND","RECEIVING","DOMESTIC",69.26,76.6,1.25,66.27,102971.21,9271.69,6759,2659,304,10,104.51,1344.27,121.04,88.24,34.71,3.97,0.13,30.5,927.17
5,22,6,24,2022-06-13,"INBOUND","RECEIVING","OFFSHORE",153.79,280,41.77,243.13,299513.38,22767.98,27028.27,14016,7073.67,10,63.25,1069.69,81.31,96.53,50.06,25.26,0.04,3.22,2276.8
5,22,6,24,2022-06-13,"INBOUND","RECEIVING","DOMESTIC",61.84,85.12,12.08,72.02,131528.79,11836.89,7969,3190,296,13,85.87,1545.22,139.06,93.62,37.48,3.48,0.15,39.99,910.53
5,22,6,24,2022-06-14,"INBOUND","RECEIVING","OFFSHORE",153.66,243.13,33.42,211.15,275726.81,21477.87,27005.88,16360,9260,19,72.77,1134.07,88.34,111.08,67.29,38.09,0.08,2.32,1130.41
5,22,6,24,2022-06-14,"INBOUND","RECEIVING","DOMESTIC",82.16,101.62,10.48,87.5,158637.85,17286.84,8870.5,4080,475,15,93.9,1561.09,170.11,87.29,40.15,4.67,0.15,36.39,1152.46
5,22,6,24,2022-06-15,"INBOUND","RECEIVING","OFFSHORE",159.2,277.55,3.83,240.62,248424.86,23309.58,26908.37,11571,5074,21,66.16,895.06,83.98,96.95,41.69,18.28,0.08,4.59,1109.98
5,22,6,24,2022-06-15,"INBOUND","RECEIVING","DOMESTIC",117.56,142.52,5.55,121.68,203194.63,19683.15,10693,6360,716,16,96.61,1425.73,138.11,75.03,44.63,5.02,0.11,27.49,1230.2
5,22,6,24,2022-06-16,"INBOUND","RECEIVING","OFFSHORE",185,270.67,2,233.77,338053.99,28846.54,32928.87,13683,5945,8,79.14,1248.95,106.57,121.66,50.55,21.96,0.03,4.85,3605.82
5,22,6,24,2022-06-16,"INBOUND","RECEIVING","DOMESTIC",97.88,86.03,0.5,75.92,162531.98,11899.2,9363,2293,434,13,128.93,1889.25,138.31,108.83,26.65,5.04,0.15,27.42,915.32
5,22,6,25,2022-06-17,"INBOUND","RECEIVING","OFFSHORE",221.32,405.62,29.35,354.42,378852.13,29602.6,40816.67,22145.33,11553.5,7,62.45,934.01,72.98,100.63,54.6,28.48,0.02,2.56,4228.94
5,22,6,25,2022-06-17,"INBOUND","RECEIVING","DOMESTIC",71.73,87.43,7.77,73.58,127874.2,10507.35,7930,2969,465,12,97.49,1462.59,120.18,90.7,33.96,5.32,0.14,22.6,875.61
5,22,6,25,2022-06-18,"INBOUND","RECEIVING","OFFSHORE",200.65,336.3,20.53,291.12,382736.32,30020.91,42010.05,22393,10075,22,68.92,1138.08,89.27,124.92,66.59,29.96,0.07,2.98,1364.59
5,22,6,25,2022-06-18,"INBOUND","RECEIVING","DOMESTIC",48.89,59.05,4.82,50.12,82915.65,6515.6,3703,1027.5,166,9,97.55,1404.16,110.34,62.71,17.4,2.81,0.15,39.25,723.96
5,22,6,25,2022-06-19,"INBOUND","RECEIVING","OFFSHORE",201.32,329.47,41.22,284.58,318448.29,29696.67,45199.6,21615,9721,67,70.74,966.55,90.13,137.19,65.61,29.5,0.2,3.05,443.23
5,22,6,25,2022-06-19,"INBOUND","RECEIVING","DOMESTIC",68.48,90.32,3.9,77.47,148033.92,9238.16,12533,2145,499,36,88.4,1638.99,102.28,138.76,23.75,5.52,0.4,18.51,256.62
5,22,6,25,2022-06-20,"INBOUND","RECEIVING","OFFSHORE",220.18,335.43,19.6,289.8,419045.11,32070.24,39773.25,21032,7068,20,75.98,1249.28,95.61,118.57,62.7,21.07,0.06,4.54,1603.51
5,22,6,25,2022-06-20,"INBOUND","RECEIVING","DOMESTIC",88.04,87.75,0.33,75.98,157452.07,11238.57,8426,2582,531,39,115.87,1794.33,128.07,96.02,29.42,6.05,0.44,21.16,288.17
5,22,6,25,2022-06-21,"INBOUND","RECEIVING","OFFSHORE",160.39,218.78,5,191.37,277887.3,20477.72,27267.19,11330.5,5855,9,83.81,1270.17,93.6,124.63,51.79,26.76,0.04,3.5,2275.3
5,22,6,25,2022-06-21,"INBOUND","RECEIVING","DOMESTIC",93.49,118.95,1.5,101.25,154666.15,13662.36,10796,3947.5,614,6,92.34,1300.26,114.86,90.76,33.19,5.16,0.05,22.25,2277.06
5,22,6,25,2022-06-22,"INBOUND","RECEIVING","OFFSHORE",171.39,285.12,10.83,247.18,311497.03,23912.44,27488.06,12623.5,4342,9,69.34,1092.51,83.87,96.41,44.27,15.23,0.03,5.51,2656.94
5,22,6,25,2022-06-22,"INBOUND","RECEIVING","DOMESTIC",84.95,110.43,5.05,95.62,182274.04,12766.89,10985,4092,503,6,88.84,1650.58,115.61,99.47,37.06,4.55,0.05,25.38,2127.82
5,22,6,25,2022-06-23,"INBOUND","RECEIVING","OFFSHORE",222.3,336.4,23.1,289.3,352038.52,28092.78,29784.53,19505,8371,21,76.84,1046.49,83.51,88.54,57.98,24.88,0.06,3.36,1337.75
5,22,6,25,2022-06-23,"INBOUND","RECEIVING","DOMESTIC",48.91,69.87,7.97,59.63,108460.66,7836.34,6179,2051,330,25,82.02,1552.32,112.16,88.44,29.35,4.72,0.36,23.75,313.45
5,22,6,26,2022-06-24,"INBOUND","RECEIVING","OFFSHORE",203.51,330.63,53.48,285,336875.4,27006.54,32924.95,15514,7130,21,71.41,1018.89,81.68,99.58,46.92,21.56,0.06,3.79,1286.03
5,22,6,26,2022-06-24,"INBOUND","RECEIVING","DOMESTIC",74.69,83.03,1.78,72.17,89955.65,10000.33,7735,4266,617,12,103.49,1083.41,120.44,93.16,51.38,7.43,0.14,16.21,833.36
5,22,6,26,2022-06-25,"INBOUND","RECEIVING","OFFSHORE",213.39,360.93,26.12,314.35,356290.41,32500.7,38193.26,22500,9369,9,67.88,987.15,90.05,105.82,62.34,25.96,0.02,3.47,3611.19
5,22,6,26,2022-06-25,"INBOUND","RECEIVING","DOMESTIC",70.23,88.58,3.9,75.62,152693.34,10365.08,10107,2208,449,7,92.87,1723.79,117.01,114.1,24.93,5.07,0.08,23.08,1480.73
5,22,6,26,2022-06-26,"INBOUND","RECEIVING","OFFSHORE",222.65,367.87,25.28,319.82,411489.63,35891.62,44488.67,20391.67,8613,7,69.62,1118.57,97.57,120.94,55.43,23.41,0.02,4.17,5127.37
5,22,6,26,2022-06-26,"INBOUND","RECEIVING","DOMESTIC",44.06,59.63,2.88,50.87,129023.78,8093.4,8164,1121.5,302.5,6,86.61,2163.74,135.73,136.91,18.81,5.07,0.1,26.76,1348.9
5,22,6,26,2022-06-27,"INBOUND","RECEIVING","OFFSHORE",158.22,260.98,5.27,226.12,260885.59,23080.44,28191.49,18793,11369,19,69.97,999.64,88.44,108.02,72.01,43.56,0.07,2.03,1214.76
5,22,6,26,2022-06-27,"INBOUND","RECEIVING","DOMESTIC",65.35,79.72,1.73,68.98,103797.32,9062.35,7333,1787,342,12,94.74,1302.02,113.68,91.98,22.42,4.29,0.15,26.5,755.2
5,22,6,26,2022-06-28,"INBOUND","RECEIVING","OFFSHORE",189.85,282.07,13.92,245.8,337013.15,25269.81,31608.3,14642,7855,22,77.24,1194.79,89.59,112.06,51.91,27.85,0.08,3.22,1148.63
5,22,6,26,2022-06-28,"INBOUND","RECEIVING","DOMESTIC",62.6,91.7,6.6,78.2,92414.9,8715.37,9007,1794,426,13,80.05,1007.8,95.04,98.22,19.56,4.65,0.14,20.46,670.41
5,22,6,26,2022-06-29,"INBOUND","RECEIVING","OFFSHORE",190.68,279.52,24.45,242.32,340591.68,29324.12,36191.73,19618.5,9495,19,78.69,1218.49,104.91,129.48,70.19,33.97,0.07,3.09,1543.37
5,22,6,26,2022-06-29,"INBOUND","RECEIVING","DOMESTIC",102.8,101.37,0.57,89.05,112608.99,12349.3,10829,3026,544,15,115.44,1110.87,121.82,106.83,29.85,5.37,0.15,22.7,823.29
5,22,6,26,2022-06-30,"INBOUND","RECEIVING","OFFSHORE",202.3,339.32,28.8,295.23,346631.9,30635.24,30727.35,18332,7057.5,19,68.52,1021.55,90.28,90.56,54.03,20.8,0.06,4.34,1612.38
5,22,6,26,2022-06-30,"INBOUND","RECEIVING","DOMESTIC",75.04,81.95,12.52,69.88,118212.59,10381.83,8465,2784.33,386,5,107.38,1442.5,126.68,103.29,33.98,4.71,0.06,26.9,2076.37
5,22,7,27,2022-07-01,"INBOUND","RECEIVING","OFFSHORE",221.2,410.07,23.47,351.98,407238.63,30711.87,41618.51,22799.5,9706.5,28,62.84,993.1,74.89,101.49,55.6,23.67,0.07,3.16,1096.85
5,22,7,27,2022-07-01,"INBOUND","RECEIVING","DOMESTIC",54.85,72.53,6.2,63.25,144853.35,8997.13,8982,1919,339,41,86.72,1997.15,124.05,123.84,26.46,4.67,0.57,26.54,219.44
5,22,7,27,2022-07-02,"INBOUND","RECEIVING","OFFSHORE",243.71,334.47,4.87,291.65,401993.47,32082.72,48344.1,22840,11789,23,83.56,1201.88,95.92,144.54,68.29,35.25,0.07,2.72,1394.9
5,22,7,27,2022-07-02,"INBOUND","RECEIVING","DOMESTIC",55.58,73.5,1.13,62.5,131539.64,9097.99,8690,1707,383,11,88.93,1789.65,123.78,118.23,23.22,5.21,0.15,23.75,827.09
5,22,7,27,2022-07-03,"INBOUND","RECEIVING","OFFSHORE",225.18,304.3,17.47,262.47,392192.16,30065.12,38481.23,20470,11097,23,85.79,1288.83,98.8,126.46,67.27,36.47,0.08,2.71,1307.18
5,22,7,27,2022-07-03,"INBOUND","RECEIVING","DOMESTIC",33.85,50.2,2.02,43.75,77429.86,5757.49,6225.17,1015,209,26,77.37,1542.43,114.69,124.01,20.22,4.16,0.52,27.55,221.44
5,22,7,27,2022-07-04,"INBOUND","RECEIVING","OFFSHORE",176.41,271.65,23.43,234.42,309666.26,25849.78,38786.63,16451.33,7910.33,10,75.25,1139.95,95.16,142.78,60.56,29.12,0.04,3.27,2584.98
5,22,7,27,2022-07-04,"INBOUND","RECEIVING","DOMESTIC",88.78,110.58,7.38,95.45,146690.92,11541.26,9064,2061,332,7,93.01,1326.56,104.37,81.97,18.64,3,0.06,34.76,1648.75
5,22,7,27,2022-07-05,"INBOUND","RECEIVING","OFFSHORE",199.44,305.25,26.25,264.37,330550.94,27979.67,38429,21507,12386.5,19,75.44,1082.89,91.66,125.89,70.46,40.58,0.06,2.26,1472.61
5,22,7,27,2022-07-05,"INBOUND","RECEIVING","DOMESTIC",76.6,79.47,8.52,68.67,103631.51,8576.05,7198.33,1617,425,12,111.55,1304.03,107.92,90.58,20.35,5.35,0.15,20.18,714.67
5,22,7,27,2022-07-06,"INBOUND","RECEIVING","OFFSHORE",221.44,360.03,23.02,309.98,321006.59,28898.06,34338.3,28705.33,18184.5,11,71.44,891.61,80.27,95.38,79.73,50.51,0.03,1.59,2627.1
5,22,7,27,2022-07-06,"INBOUND","RECEIVING","DOMESTIC",43.12,84.58,2.93,74.1,91917.94,8124.64,6771,1022.5,303.5,6,58.19,1086.76,96.06,80.05,12.09,3.59,0.07,26.77,1354.11
5,22,7,27,2022-07-07,"INBOUND","RECEIVING","OFFSHORE",231.7,318.05,15.52,273.95,338077.27,25360.94,42408.82,30284,17896,9,84.58,1062.97,79.74,133.34,95.22,56.27,0.03,1.42,2817.88
5,22,7,27,2022-07-07,"INBOUND","RECEIVING","DOMESTIC",37.62,54.03,1.93,47.02,54045.11,5968.18,3150,1135.5,157.5,9,80.01,1000.28,110.46,58.3,21.02,2.92,0.17,37.89,663.13
5,22,7,28,2022-07-08,"INBOUND","RECEIVING","OFFSHORE",222.91,358.2,21.12,308.48,400985.95,31541.94,35910.29,25765,14307,24,72.26,1119.45,88.06,100.25,71.93,39.94,0.07,2.2,1314.25
5,22,7,28,2022-07-08,"INBOUND","RECEIVING","DOMESTIC",58.11,95.17,5,80.97,156605.86,13963.02,11774.75,5318,568,13,71.77,1645.54,146.72,123.72,55.88,5.97,0.14,24.58,1074.08
5,22,7,28,2022-07-09,"INBOUND","RECEIVING","OFFSHORE",237.54,345.6,13.58,299.9,397304.27,27631.63,37393.22,28448.5,18548.5,23,79.21,1149.61,79.95,108.2,82.32,53.67,0.07,1.49,1201.38
5,22,7,28,2022-07-09,"INBOUND","RECEIVING","DOMESTIC",46.21,78.13,1.15,67.63,94169.69,6964.39,6904,1227.5,241,10,68.33,1205.29,89.14,88.37,15.71,3.08,0.13,28.9,696.44
5,22,7,28,2022-07-10,"INBOUND","RECEIVING","OFFSHORE",202.06,326.87,35.15,281.28,366443.8,27751.84,37922.67,18596.5,10622.5,20,71.84,1121.07,84.9,116.02,56.89,32.5,0.06,2.61,1387.59
5,22,7,28,2022-07-10,"INBOUND","RECEIVING","DOMESTIC",45.73,67.52,3.65,59.43,87583.39,7737.97,5612,1642,311,10,76.95,1297.15,114.6,83.12,24.32,4.61,0.15,24.88,773.8
5,22,7,28,2022-07-11,"INBOUND","RECEIVING","OFFSHORE",174.84,280.35,21.67,243.75,357257.8,22574.98,39143.77,18352,10951,19,71.73,1274.33,80.52,139.62,65.46,39.06,0.07,2.06,1188.16
5,22,7,28,2022-07-11,"INBOUND","RECEIVING","DOMESTIC",49.44,58.92,5.38,50.13,111105.56,8352.77,6664.66,2034,284,11,98.62,1885.7,141.76,113.11,34.52,4.82,0.19,29.41,759.34
5,22,7,28,2022-07-12,"INBOUND","RECEIVING","OFFSHORE",177.33,284.62,10.22,248.08,332310.78,26625.92,37034.4,22871,9471,20,71.48,1167.56,93.55,130.12,80.36,33.28,0.07,2.81,1331.3
5,22,7,28,2022-07-12,"INBOUND","RECEIVING","DOMESTIC",64.02,75.5,2.12,64.25,135425.23,10935.69,7186,2400,369,12,99.64,1793.71,144.84,95.18,31.79,4.89,0.16,29.64,911.31
5,22,7,28,2022-07-13,"INBOUND","RECEIVING","OFFSHORE",193.14,290.98,12.8,250.8,281287.3,24895.2,32006.83,16137.5,6730.5,19,77.01,966.69,85.56,110,55.46,23.13,0.07,3.7,1310.27
5,22,7,28,2022-07-13,"INBOUND","RECEIVING","DOMESTIC",48.53,60.13,3.1,52.35,72309.42,6419.71,4532.5,619,160.5,10,92.7,1202.55,106.76,75.38,10.29,2.67,0.17,40,641.97
5,22,7,28,2022-07-14,"INBOUND","RECEIVING","OFFSHORE",210.99,313.2,26.12,268.1,262203.35,27361.07,30065.36,17452,7714,22,78.7,837.18,87.36,95.99,55.72,24.63,0.07,3.55,1243.68
5,22,7,28,2022-07-14,"INBOUND","RECEIVING","DOMESTIC",47.38,65.25,4.55,55.7,118036.68,11105.71,10444,2156,421,29,85.06,1808.99,170.2,160.06,33.04,6.45,0.44,26.38,382.96
5,22,7,29,2022-07-15,"INBOUND","RECEIVING","OFFSHORE",249.79,404.93,15.17,350.7,371579.95,34294.59,36319.26,30270,14616,24,71.23,917.64,84.69,89.69,74.75,36.1,0.06,2.35,1428.94
5,22,7,29,2022-07-15,"INBOUND","RECEIVING","DOMESTIC",40.8,57.7,2.58,49.17,51840.34,4076.43,4363,694,171,29,82.98,898.45,70.65,75.62,12.03,2.96,0.5,23.84,140.57
5,22,7,29,2022-07-16,"INBOUND","RECEIVING","OFFSHORE",241.44,420.63,24.55,363.47,397914.83,34975.5,48533.85,24278,11667,26,66.43,946,83.15,115.38,57.72,27.74,0.06,3,1345.21
5,22,7,29,2022-07-16,"INBOUND","RECEIVING","DOMESTIC",55.93,73.57,8.83,63.77,110054.74,8441.36,9546,1487,365,13,87.71,1495.92,114.74,129.75,20.21,4.96,0.18,23.13,649.34
5,22,7,29,2022-07-17,"INBOUND","RECEIVING","OFFSHORE",227.55,362.68,38.28,313.85,365258.38,28923.34,43706.57,24838.5,15226.5,25,72.5,1007.11,79.75,120.51,68.49,41.98,0.07,1.9,1156.93
5,22,7,29,2022-07-17,"INBOUND","RECEIVING","DOMESTIC",41.67,55.77,4.47,46.88,91785.73,6892.65,7623,1699,291,12,88.89,1645.79,123.59,136.69,30.46,5.22,0.22,23.69,574.39
5,22,7,29,2022-07-18,"INBOUND","RECEIVING","OFFSHORE",190.1,298.08,24.48,255.8,326091.87,28307.79,34809.9,24412,13463,12,74.32,1093.97,94.97,116.78,81.9,45.17,0.04,2.1,2358.98
5,22,7,29,2022-07-18,"INBOUND","RECEIVING","DOMESTIC",63.29,67.8,6.28,62,77675.45,7666.95,6567,1047.33,297,7,102.08,1145.66,113.08,96.86,15.45,4.38,0.1,25.81,1095.28
5,22,7,29,2022-07-19,"INBOUND","RECEIVING","OFFSHORE",144.21,232.58,24.52,200.37,216438.74,20662.67,24560.98,15224,9668,20,71.97,930.6,88.84,105.6,65.46,41.57,0.09,2.14,1033.13
5,22,7,29,2022-07-19,"INBOUND","RECEIVING","DOMESTIC",52.26,58.67,5.37,50.58,69936.64,7921.64,6703,1286.5,257.5,10,103.32,1192.03,135.02,114.25,21.93,4.39,0.17,30.76,792.16
5,22,7,29,2022-07-20,"INBOUND","RECEIVING","OFFSHORE",172.08,303.5,20.25,263.45,267173.51,23430.69,31641.78,20854,11045,19,65.32,880.31,77.2,104.26,68.71,36.39,0.06,2.12,1233.19
5,22,7,29,2022-07-20,"INBOUND","RECEIVING","DOMESTIC",47.85,57.13,3.88,48.3,89843.01,6453.83,8376.25,1673,237,25,99.07,1572.61,112.97,146.62,29.28,4.15,0.44,27.23,258.15
5,22,7,29,2022-07-21,"INBOUND","RECEIVING","OFFSHORE",271.07,337.03,13.37,289.55,340956.47,26565.17,34359.81,13090,5745,27,93.62,1011.65,78.82,101.95,38.84,17.05,0.08,4.62,983.9
5,22,7,29,2022-07-21,"INBOUND","RECEIVING","DOMESTIC",88.24,73.32,1.67,63.32,112552.99,7534.01,9219,1064,247,11,139.36,1535.09,102.76,125.74,14.51,3.37,0.15,30.5,684.91
5,22,7,30,2022-07-22,"INBOUND","RECEIVING","OFFSHORE",187.82,304.87,14.45,264.85,310744.65,30060.23,30162.18,14157.75,5331.5,7,70.92,1019.27,98.6,98.93,46.44,17.49,0.02,5.64,4294.32
5,22,7,30,2022-07-22,"INBOUND","RECEIVING","DOMESTIC",86.24,86.37,2.1,74,172882.83,8084.53,9958.36,1601,338,12,116.54,2001.65,93.6,115.3,18.54,3.91,0.14,23.92,673.71
