"WHSE","YEAR","MONTH","WEEK","DATE","DEPT_WORKED","CORE_PROCESS","SHIFT_TYPE","SKU_CLASS","STD_TIME","ACTUAL_TIME","INDIRECT_TIME","ONSTD_TIME","WEIGHT","CUBE","CARTONS","PALLET","LINES","TRAILER_CHURN","EFF","WEIGHT_PH","CUBE_PH","CARTONS_PH","PALLET_PH","LINES_PH","TRAILER_PH","CUBE_PER_LINE","CUBE_PER_TRAILER"
5,22,6,26,2022-06-27,"INBOUND","RECEIVING","AFTS","DOMESTIC",31.1,37.73,0.82,32.73,46788.7,3944.84,4003,738,173,22,95.02,1240.09,104.55,106.1,19.56,4.59,0.58,22.8,179.31
5,22,6,26,2022-06-28,"INBOUND","RECEIVING","DAYS","OFFSHORE",62.77,94.98,8.92,83.68,130093.42,9866.08,12194.82,5795,3025,11,75.01,1369.69,103.88,128.39,61.01,31.85,0.12,3.26,896.92
5,22,6,26,2022-06-28,"INBOUND","RECEIVING","DAYS","DOMESTIC",27.34,45.6,6.6,37.97,29647.73,3339.4,2756,527,107,6,72,650.17,73.23,60.44,11.56,2.35,0.13,31.21,556.57
5,22,6,26,2022-06-28,"INBOUND","RECEIVING","AFTS","OFFSHORE",127.08,187.08,5,162.12,206919.73,15403.73,19413.48,8847,4830,19,78.39,1106.05,82.34,103.77,47.29,25.82,0.1,3.19,810.72
5,22,6,26,2022-06-28,"INBOUND","RECEIVING","AFTS","DOMESTIC",35.26,46.1,0,40.23,62767.17,5375.96,6251,1267,319,8,87.65,1361.54,116.62,135.6,27.48,6.92,0.17,16.85,672
5,22,6,26,2022-06-29,"INBOUND","RECEIVING","DAYS","OFFSHORE",99.41,114.02,12.92,97.93,172048.5,14035.41,17703.68,9172,3893,12,101.51,1508.93,123.1,155.27,80.44,34.14,0.11,3.61,1169.62
5,22,6,26,2022-06-29,"INBOUND","RECEIVING","DAYS","DOMESTIC",67.2,60.35,0.57,52.27,75250.62,7988.64,7189,2368,407,8,128.56,1246.9,132.37,119.12,39.24,6.74,0.13,19.63,998.58
5,22,6,26,2022-06-29,"INBOUND","RECEIVING","AFTS","OFFSHORE",91.27,165.5,11.53,144.38,168543.19,15288.7,18488.05,10446.5,5602,16,63.22,1018.39,92.38,111.71,63.12,33.85,0.1,2.73,955.54
5,22,6,26,2022-06-29,"INBOUND","RECEIVING","AFTS","DOMESTIC",35.6,41.02,0,36.78,37358.38,4360.66,3640,658,137,9,96.79,910.74,106.31,88.74,16.04,3.34,0.22,31.83,484.52
5,22,6,26,2022-06-30,"INBOUND","RECEIVING","DAYS","OFFSHORE",102.63,140.18,18.47,124.2,187790.24,16417.15,14244.45,11610,4402.5,9,82.63,1339.64,117.11,101.62,82.82,31.41,0.06,3.73,1824.13
5,22,6,26,2022-06-30,"INBOUND","RECEIVING","DAYS","DOMESTIC",46.36,42.85,12.52,36.65,53141.5,5403.09,4144,1716.33,219,3,126.49,1240.18,126.09,96.71,40.05,5.11,0.07,24.67,1801.03
5,22,6,26,2022-06-30,"INBOUND","RECEIVING","AFTS","OFFSHORE",99.67,199.13,10.33,171.03,158841.66,14218.09,16482.9,6722,2655,49,58.28,797.68,71.4,82.77,33.76,13.33,0.25,5.36,290.17
5,22,6,26,2022-06-30,"INBOUND","RECEIVING","AFTS","DOMESTIC",28.68,39.1,0,33.23,65071.08,4978.74,4321,1068,167,21,86.31,1664.22,127.33,110.51,27.31,4.27,0.54,29.81,237.08
5,22,7,27,2022-07-01,"INBOUND","RECEIVING","DAYS","OFFSHORE",74.22,155.42,14.63,134.57,138642.87,11830.71,14916.55,9500,4667,10,55.15,892.05,76.12,95.98,61.12,30.03,0.06,2.53,1183.07
5,22,7,27,2022-07-01,"INBOUND","RECEIVING","DAYS","DOMESTIC",19.54,29.53,4.03,25.23,47722.82,3931.23,3308,943,135,17,77.45,1616.08,133.13,112.02,31.93,4.57,0.58,29.12,231.25
5,22,7,27,2022-07-01,"INBOUND","RECEIVING","AFTS","OFFSHORE",146.98,254.65,8.83,217.42,268595.75,18881.16,26701.96,13299.5,5039.5,25,67.6,1054.76,74.15,104.86,52.23,19.79,0.1,3.75,755.25
5,22,7,27,2022-07-01,"INBOUND","RECEIVING","AFTS","DOMESTIC",35.31,43,2.17,38.02,97130.53,5065.9,5674,976,204,31,92.87,2258.85,117.81,131.95,22.7,4.74,0.72,24.83,163.42
5,22,7,27,2022-07-02,"INBOUND","RECEIVING","DAYS","OFFSHORE",109.2,134.98,0,116.82,164600.38,15164.04,19678.5,13777,6970,13,93.48,1219.44,112.34,145.79,102.07,51.64,0.1,2.18,1166.46
5,22,7,27,2022-07-02,"INBOUND","RECEIVING","DAYS","DOMESTIC",18.96,20.58,0,18.27,26775.34,3099.33,1908,944,119,3,103.78,1301.04,150.6,92.71,45.87,5.78,0.15,26.04,1033.11
5,22,7,27,2022-07-02,"INBOUND","RECEIVING","AFTS","OFFSHORE",134.51,199.48,4.87,174.83,237393.08,16918.68,28665.6,9063,4819,64,76.94,1190.06,84.81,143.7,45.43,24.16,0.32,3.51,264.35
5,22,7,27,2022-07-02,"INBOUND","RECEIVING","AFTS","DOMESTIC",36.62,52.92,1.13,44.23,104764.3,5998.66,6782,763,264,27,82.79,1979.67,113.35,128.16,14.42,4.99,0.51,22.72,222.17
5,22,7,27,2022-07-03,"INBOUND","RECEIVING","DAYS","OFFSHORE",89.57,96.38,12.13,83.47,173570.33,11764.96,14840.61,11475,6930,12,107.31,1800.9,122.07,153.98,119.06,71.9,0.12,1.7,980.41
5,22,7,27,2022-07-03,"INBOUND","RECEIVING","DAYS","DOMESTIC",9.68,12.88,0.85,11.63,22411.89,1897.26,2800,422,68,12,83.23,1740.05,147.3,217.39,32.76,5.28,0.93,27.9,158.1
5,22,7,27,2022-07-03,"INBOUND","RECEIVING","AFTS","OFFSHORE",135.62,207.92,5.33,179,218621.83,18300.15,23640.63,8995,4167,61,75.77,1051.47,88.02,113.7,43.26,20.04,0.29,4.39,300
5,22,7,27,2022-07-03,"INBOUND","RECEIVING","AFTS","DOMESTIC",24.17,37.32,1.17,32.12,55017.97,3860.23,3425.17,593,141,24,75.25,1474.22,103.44,91.78,15.89,3.78,0.64,27.38,160.84
5,22,7,27,2022-07-04,"INBOUND","RECEIVING","DAYS","OFFSHORE",91.3,104.98,10.58,90.32,151434.51,12025.32,20664.55,7767.33,3278.33,6,101.09,1442.51,114.55,196.84,73.99,31.23,0.06,3.67,2004.22
5,22,7,27,2022-07-04,"INBOUND","RECEIVING","DAYS","DOMESTIC",27.04,36.5,2.3,31.68,69168.3,5060.84,4129,1164,132,4,85.35,1895.02,138.65,113.12,31.89,3.62,0.11,38.34,1265.21
5,22,7,27,2022-07-04,"INBOUND","RECEIVING","AFTS","OFFSHORE",85.11,166.67,12.85,144.1,158231.75,13824.47,18122.08,8684,4632,53,59.06,949.37,82.95,108.73,52.1,27.79,0.32,2.98,260.84
5,22,7,27,2022-07-04,"INBOUND","RECEIVING","AFTS","DOMESTIC",61.74,74.08,5.08,63.77,77522.63,6480.42,4935,897,200,10,96.82,1046.47,87.48,66.62,12.11,2.7,0.13,32.4,648.04
5,22,7,27,2022-07-05,"INBOUND","RECEIVING","DAYS","OFFSHORE",100.34,134.92,13.7,116.67,170531.33,15099.85,18073.13,9753,4053,11,86,1263.94,111.92,133.95,72.29,30.04,0.08,3.73,1372.71
5,22,7,27,2022-07-05,"INBOUND","RECEIVING","DAYS","DOMESTIC",26.65,29.6,5.22,25.25,38249.26,3548.92,2489.33,773,170,5,105.54,1292.2,119.9,84.1,26.11,5.74,0.17,20.88,709.78
5,22,7,27,2022-07-05,"INBOUND","RECEIVING","AFTS","OFFSHORE",99.1,170.33,12.55,147.7,160019.61,12879.82,20355.87,11754,8333.5,15,67.1,939.47,75.62,119.51,69.01,48.93,0.09,1.55,858.65
5,22,7,27,2022-07-05,"INBOUND","RECEIVING","AFTS","DOMESTIC",49.95,49.87,3.3,43.42,65382.24,5027.13,4709,844,255,9,115.04,1311.05,100.8,94.43,16.92,5.11,0.18,19.71,558.57
5,22,7,27,2022-07-06,"INBOUND","RECEIVING","DAYS","OFFSHORE",104.91,190.15,0,165.13,156662.95,14319.18,14706.02,17118,11239,13,63.53,823.89,75.3,77.34,90.02,59.11,0.07,1.27,1101.48
5,22,7,27,2022-07-06,"INBOUND","RECEIVING","DAYS","DOMESTIC",18.35,47.08,0,41.48,42939.63,3853.04,3447,456.5,131.5,7,44.24,912.06,81.84,73.22,9.7,2.79,0.15,29.3,550.43
5,22,7,27,2022-07-06,"INBOUND","RECEIVING","AFTS","OFFSHORE",116.53,169.88,23.02,144.85,164343.64,14578.88,19632.28,11587.33,6945.5,9,80.45,967.41,85.82,115.57,68.21,40.88,0.05,2.1,1619.88
5,22,7,27,2022-07-06,"INBOUND","RECEIVING","AFTS","DOMESTIC",24.77,37.5,2.93,32.62,48978.31,4271.6,3324,566,172,4,75.94,1306.09,113.91,88.64,15.09,4.59,0.11,24.83,1067.9
5,22,7,27,2022-07-07,"INBOUND","RECEIVING","DAYS","OFFSHORE",108.76,128.48,5,110.27,150943.21,11704.47,23650,19213,11104,8,98.63,1174.84,91.1,184.08,149.54,86.43,0.06,1.05,1463.06
5,22,7,27,2022-07-07,"INBOUND","RECEIVING","DAYS","DOMESTIC",7.09,5.88,0,5.88,21412.88,2526.89,1052,499,47,3,120.58,3641.65,429.74,178.91,84.86,7.99,0.51,53.76,842.3
5,22,7,27,2022-07-07,"INBOUND","RECEIVING","AFTS","OFFSHORE",122.93,189.57,10.52,163.68,187134.06,13656.47,18758.82,11071,6792,8,75.1,987.15,72.04,98.95,58.4,35.83,0.04,2.01,1707.06
5,22,7,27,2022-07-07,"INBOUND","RECEIVING","AFTS","DOMESTIC",30.53,48.15,1.93,41.13,32632.22,3441.29,2098,636.5,110.5,8,74.23,677.72,71.47,43.57,13.22,2.29,0.17,31.14,430.16
5,22,7,28,2022-07-08,"INBOUND","RECEIVING","DAYS","OFFSHORE",94.84,147.98,9.78,126.65,198212.19,13119.13,17671.78,9508,4187,13,74.88,1339.45,88.65,119.42,64.25,28.29,0.09,3.13,1009.16
5,22,7,28,2022-07-08,"INBOUND","RECEIVING","DAYS","DOMESTIC",31.58,43.9,2.33,38.08,96928.69,8856.22,6233,4590,392,7,82.93,2207.94,201.74,141.98,104.56,8.93,0.16,22.59,1265.17
5,22,7,28,2022-07-08,"INBOUND","RECEIVING","AFTS","OFFSHORE",128.06,210.22,11.33,181.83,202773.76,18422.81,18238.51,16257,10120,63,70.43,964.58,87.64,86.76,77.33,48.14,0.3,1.82,292.43
5,22,7,28,2022-07-08,"INBOUND","RECEIVING","AFTS","DOMESTIC",26.53,51.27,2.67,42.88,59677.16,5106.8,5541.75,728,176,24,61.87,1163.98,99.61,108.09,14.2,3.43,0.47,29.02,212.78
5,22,7,28,2022-07-09,"INBOUND","RECEIVING","DAYS","OFFSHORE",110.88,163.97,6.27,140.93,184988.9,13525.75,18234,18145.5,11864.5,11,78.68,1128.19,82.49,111.2,110.66,72.36,0.07,1.14,1229.61
5,22,7,28,2022-07-09,"INBOUND","RECEIVING","DAYS","DOMESTIC",20.48,38.13,1.15,33.67,34237.08,3149.05,2256,484.5,73,5,60.83,897.9,82.59,59.17,12.71,1.91,0.13,43.14,629.81
5,22,7,28,2022-07-09,"INBOUND","RECEIVING","AFTS","OFFSHORE",126.67,181.63,7.32,158.97,212315.37,14105.89,19159.22,10303,6684,59,79.68,1168.94,77.66,105.48,56.73,36.8,0.32,2.11,239.08
5,22,7,28,2022-07-09,"INBOUND","RECEIVING","AFTS","DOMESTIC",25.73,40,0,33.97,59932.61,3815.34,4648,743,168,23,75.74,1498.32,95.38,116.2,18.58,4.2,0.58,22.71,165.88
5,22,7,28,2022-07-10,"INBOUND","RECEIVING","DAYS","OFFSHORE",80.17,127.13,23.32,111.17,126636.2,9672.16,12934.75,7559.5,4687.5,10,72.11,996.12,76.08,101.74,59.46,36.87,0.08,2.06,967.22
5,22,7,28,2022-07-10,"INBOUND","RECEIVING","DAYS","DOMESTIC",18.73,31.53,1.98,26.47,29234.75,3766.82,2217,858,128,5,70.76,927.2,119.47,70.31,27.21,4.06,0.16,29.43,753.36
5,22,7,28,2022-07-10,"INBOUND","RECEIVING","AFTS","OFFSHORE",121.9,199.73,11.83,170.12,239807.6,18079.68,24987.92,11037,5935,56,71.66,1200.66,90.52,125.11,55.26,29.72,0.28,3.05,322.85
5,22,7,28,2022-07-10,"INBOUND","RECEIVING","AFTS","DOMESTIC",27.01,35.98,1.67,32.97,58348.65,3971.16,3395,784,183,21,81.92,1621.7,110.37,94.36,21.79,5.09,0.58,21.7,189.1
5,22,7,28,2022-07-11,"INBOUND","RECEIVING","DAYS","OFFSHORE",77.17,119.18,15.25,103.85,156695.85,10338.42,16145.12,10109,5515,9,74.31,1314.78,86.75,135.47,84.82,46.27,0.08,1.87,1148.71
5,22,7,28,2022-07-11,"INBOUND","RECEIVING","DAYS","DOMESTIC",17.19,20.17,2.58,17.28,24965.46,3294.21,1784.53,985,105,11,99.48,1237.75,163.32,88.47,48.83,5.21,0.55,31.37,299.47
5,22,7,28,2022-07-11,"INBOUND","RECEIVING","AFTS","OFFSHORE",97.67,161.17,6.42,139.9,200561.95,12236.55,22998.65,8243,5436,51,69.81,1244.41,75.92,142.7,51.14,33.73,0.32,2.25,239.93
5,22,7,28,2022-07-11,"INBOUND","RECEIVING","AFTS","DOMESTIC",32.26,38.75,2.8,32.85,86140.1,5058.56,4880.12,1049,179,9,98.2,2222.97,130.54,125.94,27.07,4.62,0.23,28.26,562.06
5,22,7,28,2022-07-12,"INBOUND","RECEIVING","DAYS","OFFSHORE",99.81,171.77,2.33,149,176143.47,14847.65,19771.06,15397,5454,13,66.99,1025.46,86.44,115.1,89.64,31.75,0.08,2.72,1142.13
5,22,7,28,2022-07-12,"INBOUND","RECEIVING","DAYS","DOMESTIC",36.33,39.52,0,33.67,83110.29,6904.26,4287,2016,251,7,107.9,2102.99,174.7,108.48,51.01,6.35,0.18,27.51,986.32
5,22,7,28,2022-07-12,"INBOUND","RECEIVING","AFTS","OFFSHORE",77.52,112.85,7.88,99.08,156167.31,11778.27,17263.34,7474,4017,43,78.24,1383.85,104.37,152.98,66.23,35.6,0.38,2.93,273.91
5,22,7,28,2022-07-12,"INBOUND","RECEIVING","AFTS","DOMESTIC",27.69,35.98,2.12,30.58,52314.94,4031.42,2899,384,118,6,90.55,1454,112.05,80.57,10.67,3.28,0.17,34.16,671.9
5,22,7,28,2022-07-13,"INBOUND","RECEIVING","DAYS","OFFSHORE",116.98,178.93,2.33,154.35,168882.83,13849.36,18677.16,11567,5006,12,75.79,943.85,77.4,104.38,64.65,27.98,0.07,2.77,1154.11
5,22,7,28,2022-07-13,"INBOUND","RECEIVING","DAYS","DOMESTIC",21.71,24.82,0,21.5,32702.99,2440.83,2407,419,70,5,100.98,1317.61,98.34,96.98,16.88,2.82,0.2,34.87,488.17
5,22,7,28,2022-07-13,"INBOUND","RECEIVING","AFTS","OFFSHORE",76.16,112.05,10.47,96.45,112404.47,11045.84,13329.67,4570.5,1724.5,13,78.96,1003.16,98.58,118.96,40.79,15.39,0.12,6.41,849.68
5,22,7,28,2022-07-13,"INBOUND","RECEIVING","AFTS","DOMESTIC",26.82,35.32,3.1,30.85,39606.43,3978.88,2125.5,200,90.5,5,86.94,1121.36,112.65,60.18,5.66,2.56,0.14,43.97,795.78
5,22,7,28,2022-07-14,"INBOUND","RECEIVING","DAYS","OFFSHORE",99.85,150.87,7.13,129.95,107837.31,11849.95,12037.9,7634,3295,10,76.84,714.77,78.54,79.79,50.6,21.84,0.07,3.6,1185
5,22,7,28,2022-07-14,"INBOUND","RECEIVING","DAYS","DOMESTIC",22.8,34.77,2.75,29.02,56053.61,4302.79,4012,1552,235,16,78.57,1612.13,123.75,115.39,44.64,6.76,0.46,18.31,268.92
5,22,7,28,2022-07-14,"INBOUND","RECEIVING","AFTS","OFFSHORE",111.13,162.33,18.98,138.15,154366.04,15511.12,18027.45,9818,4419,16,80.44,950.94,95.55,111.05,60.48,27.22,0.1,3.51,969.44
5,22,7,28,2022-07-14,"INBOUND","RECEIVING","AFTS","DOMESTIC",24.59,30.48,1.8,26.68,61983.07,6802.92,6432,604,186,18,92.17,2033.57,223.19,211.02,19.82,6.1,0.59,36.57,377.94
5,22,7,29,2022-07-15,"INBOUND","RECEIVING","DAYS","OFFSHORE",125.59,213.23,0,185.05,165239.25,17268.32,14799.41,18332,8688,14,67.87,774.93,80.98,69.41,85.97,40.74,0.07,1.99,1233.45
5,22,7,29,2022-07-15,"INBOUND","RECEIVING","DAYS","DOMESTIC",8.72,14.45,0,12.08,8293.03,793.04,848,80,36,9,72.19,573.91,54.88,58.69,5.54,2.49,0.62,22.03,88.12
5,22,7,29,2022-07-15,"INBOUND","RECEIVING","AFTS","OFFSHORE",124.2,191.7,15.17,165.65,206340.69,17026.27,21519.85,11938,5928,57,74.98,1076.37,88.82,112.26,62.27,30.92,0.3,2.87,298.71
5,22,7,29,2022-07-15,"INBOUND","RECEIVING","AFTS","DOMESTIC",32.08,43.25,2.58,37.08,43547.31,3283.39,3515,614,135,21,86.52,1006.87,75.92,81.27,14.2,3.12,0.49,24.32,156.35
5,22,7,29,2022-07-16,"INBOUND","RECEIVING","DAYS","OFFSHORE",111.93,202.93,4.37,177.25,178370.83,16800.91,19217.51,13086,5367,15,63.15,878.98,82.79,94.7,64.49,26.45,0.07,3.13,1120.06
5,22,7,29,2022-07-16,"INBOUND","RECEIVING","DAYS","DOMESTIC",20.38,25.25,0.7,20.98,31107.9,2789.93,2371,699,123,5,97.14,1232,110.49,93.9,27.68,4.87,0.2,22.68,557.99
5,22,7,29,2022-07-16,"INBOUND","RECEIVING","AFTS","OFFSHORE",129.51,217.7,20.18,186.22,219544,18174.59,29316.34,11192,6300,21,69.55,1008.47,83.48,134.66,51.41,28.94,0.1,2.88,865.46
5,22,7,29,2022-07-16,"INBOUND","RECEIVING","AFTS","DOMESTIC",35.55,48.32,8.13,42.78,78946.84,5651.43,7175,788,242,9,83.1,1633.83,116.96,148.49,16.31,5.01,0.19,23.35,627.94
5,22,7,29,2022-07-17,"INBOUND","RECEIVING","DAYS","OFFSHORE",94.29,154.73,11.78,134.48,142511.61,11889.71,16454.16,11650,6462,14,70.11,921.03,76.84,106.34,75.29,41.76,0.09,1.84,849.26
5,22,7,29,2022-07-17,"INBOUND","RECEIVING","DAYS","DOMESTIC",16.69,24.72,1.05,20.02,31899.76,2803,2750,986,88,5,83.37,1290.44,113.39,111.25,39.89,3.56,0.2,31.85,560.6
5,22,7,29,2022-07-17,"INBOUND","RECEIVING","AFTS","OFFSHORE",133.25,207.95,26.5,179.37,222746.77,17033.63,27252.41,13188.5,8764.5,21,74.29,1071.16,81.91,131.05,63.42,42.15,0.1,1.94,811.13
5,22,7,29,2022-07-17,"INBOUND","RECEIVING","AFTS","DOMESTIC",24.98,31.05,3.42,26.87,59885.97,4089.65,4873,713,203,28,92.97,1928.69,131.71,156.94,22.96,6.54,0.9,20.15,146.06
5,22,7,29,2022-07-18,"INBOUND","RECEIVING","DAYS","OFFSHORE",94.55,121.5,0,104.68,170298.08,15288.73,17133.86,14715.67,7258.67,6,90.32,1401.63,125.83,141.02,121.12,59.74,0.05,2.11,2548.12
5,22,7,29,2022-07-18,"INBOUND","RECEIVING","DAYS","DOMESTIC",21.37,13.65,2,11.88,28020.61,2555.78,2784.67,340.67,108.33,3,179.88,2052.79,187.24,204.01,24.96,7.94,0.22,23.59,851.93
5,22,7,29,2022-07-18,"INBOUND","RECEIVING","AFTS","OFFSHORE",95.55,176.58,24.48,151.12,155793.79,13019.06,17676.04,9696.33,6204.33,16,63.23,882.28,73.73,100.1,54.91,35.14,0.09,2.1,813.69
5,22,7,29,2022-07-18,"INBOUND","RECEIVING","AFTS","DOMESTIC",41.92,54.15,4.28,50.12,49654.84,5111.17,3782.33,706.67,188.67,5,83.64,916.99,94.39,69.85,13.05,3.48,0.09,27.09,1022.23
5,22,7,29,2022-07-19,"INBOUND","RECEIVING","DAYS","OFFSHORE",64.74,85.13,4.37,73.15,105044.87,10854.06,10006.05,8595,5196,13,88.5,1233.93,127.5,117.54,100.96,61.04,0.15,2.09,834.93
5,22,7,29,2022-07-19,"INBOUND","RECEIVING","DAYS","DOMESTIC",16.37,21.47,0,18.4,27758.35,3904.96,2291,673.5,114.5,4,88.97,1292.89,181.88,106.71,31.37,5.33,0.19,34.1,976.24
5,22,7,29,2022-07-19,"INBOUND","RECEIVING","AFTS","OFFSHORE",79.48,147.45,20.15,127.22,111393.87,9808.61,14554.93,6629,4472,46,62.47,755.47,66.52,98.71,44.96,30.33,0.31,2.19,213.23
5,22,7,29,2022-07-19,"INBOUND","RECEIVING","AFTS","DOMESTIC",35.89,37.2,5.37,32.18,42178.29,4016.68,4412,613,143,7,111.53,1133.83,107.98,118.6,16.48,3.84,0.19,28.09,573.81
5,22,7,29,2022-07-20,"INBOUND","RECEIVING","DAYS","OFFSHORE",72.8,127.28,5.97,109.72,103848.86,9748.73,10021.36,10210,4932,9,66.35,815.91,76.59,78.73,80.22,38.75,0.07,1.98,1083.19
5,22,7,29,2022-07-20,"INBOUND","RECEIVING","DAYS","DOMESTIC",15.66,20.32,2.5,17.32,25920.76,2695.03,2620,942,77,8,90.42,1275.63,132.63,128.94,46.36,3.79,0.39,35,336.88
5,22,7,29,2022-07-20,"INBOUND","RECEIVING","AFTS","OFFSHORE",99.28,176.22,14.28,153.73,163324.64,13681.96,21620.43,10644,6113,15,64.58,926.82,77.64,122.69,60.4,34.69,0.09,2.24,912.13
5,22,7,29,2022-07-20,"INBOUND","RECEIVING","AFTS","DOMESTIC",32.19,36.82,1.38,30.98,63922.25,3758.8,5756.25,731,160,22,103.91,1736.07,102.09,156.33,19.85,4.35,0.6,23.49,170.85
5,22,7,29,2022-07-21,"INBOUND","RECEIVING","DAYS","OFFSHORE",153.79,153.08,0,131.73,171844.82,12241.01,15477.43,5762,2583,15,116.75,1122.58,79.96,101.11,37.64,16.87,0.1,4.74,816.07
5,22,7,29,2022-07-21,"INBOUND","RECEIVING","DAYS","DOMESTIC",24.03,18.63,0,15.85,29687.49,2541.26,2476,447,120,4,151.61,1593.53,136.41,132.9,23.99,6.44,0.21,21.18,635.32
5,22,7,29,2022-07-21,"INBOUND","RECEIVING","AFTS","OFFSHORE",117.28,183.95,13.37,157.82,169111.66,14324.16,18882.38,7328,3162,19,74.31,919.33,77.87,102.65,39.84,17.19,0.1,4.53,753.9
5,22,7,29,2022-07-21,"INBOUND","RECEIVING","AFTS","DOMESTIC",64.2,54.68,1.67,47.47,82865.5,4992.76,6743,617,127,24,135.24,1515.46,91.31,123.32,11.28,2.32,0.44,39.31,208.03
5,22,7,30,2022-07-22,"INBOUND","RECEIVING","DAYS","OFFSHORE",75.39,112.25,0,96.8,138868.85,13500.1,12028.83,7027,2381,12,77.88,1237.14,120.27,107.16,62.6,21.21,0.11,5.67,1125.01
5,22,7,30,2022-07-22,"INBOUND","RECEIVING","DAYS","DOMESTIC",39.61,36.47,0,32,78616.98,4062.3,3618,1137,190,12,123.78,2155.66,111.39,99.2,31.18,5.21,0.33,21.38,338.53
5,22,7,30,2022-07-22,"INBOUND","RECEIVING","AFTS","OFFSHORE",112.43,192.62,14.45,168.05,171875.8,16560.14,18133.35,7130.75,2950.5,6,66.9,892.31,85.97,94.14,37.02,15.32,0.03,5.61,2760.02
5,22,7,30,2022-07-22,"INBOUND","RECEIVING","AFTS","DOMESTIC",46.63,49.9,2.1,42,94265.85,4022.23,6340.36,464,148,8,111.02,1889.1,80.61,127.06,9.3,2.97,0.16,27.18,502.78
5,22,7,30,2022-07-23,"INBOUND","RECEIVING","DAYS","OFFSHORE",94.82,226.02,0,195.65,197990.24,14872.34,13951.63,9067.5,3475,13,48.46,875.99,65.8,61.73,40.12,15.37,0.06,4.28,1144.03
5,22,7,30,2022-07-23,"INBOUND","RECEIVING","DAYS","DOMESTIC",7.73,14.58,0,12.92,28889.14,1349.47,1434,287,42,7,59.83,1981.42,92.56,98.35,19.68,2.88,0.48,32.13,192.78
5,22,7,30,2022-07-23,"INBOUND","RECEIVING","AFTS","OFFSHORE",150.75,227.78,10.23,196.15,241083.86,20793.3,24807.38,13425,6610,21,76.85,1058.41,91.29,108.91,58.94,29.02,0.09,3.15,990.16
5,22,7,30,2022-07-23,"INBOUND","RECEIVING","AFTS","DOMESTIC",37.26,39.75,0.6,35.22,114264.02,5125.93,8796.5,422.5,141,8,105.79,2874.57,128.95,221.3,10.63,3.55,0.2,36.35,640.74
5,22,7,30,2022-07-24,"INBOUND","RECEIVING","DAYS","OFFSHORE",99.66,201.48,0,174.65,166979.14,15568.82,16287.8,9865,3691,8,57.06,828.76,77.27,80.84,48.96,18.32,0.04,4.22,1946.1
5,22,7,30,2022-07-24,"INBOUND","RECEIVING","DAYS","DOMESTIC",35.78,44.02,0,37.38,63455.79,3394.21,4635,580,175,5,95.72,1441.52,77.11,105.29,13.18,3.98,0.11,19.4,678.84
5,22,7,30,2022-07-24,"INBOUND","RECEIVING","AFTS","OFFSHORE",142.37,203.35,12.92,175.57,181735.24,18251,29944.62,15953,9487,20,81.09,893.71,89.75,147.26,78.45,46.65,0.1,1.92,912.55
5,22,7,30,2022-07-24,"INBOUND","RECEIVING","AFTS","DOMESTIC",20.29,32.37,2.97,28.65,46281.65,2876.6,3030.5,286,141,26,70.82,1429.77,88.87,93.62,8.84,4.36,0.8,20.4,110.64
5,22,7,30,2022-07-25,"INBOUND","RECEIVING","DAYS","OFFSHORE",85.48,100.97,1.67,87.02,178048.44,12954.96,13745.12,8244.5,3952,10,98.23,1763.38,128.31,136.13,81.65,39.14,0.1,3.28,1295.5
5,22,7,30,2022-07-25,"INBOUND","RECEIVING","DAYS","DOMESTIC",10.57,7.78,0,6.97,10802.95,1592.96,1150,358,47,5,151.65,1388.55,204.75,147.81,46.02,6.04,0.64,33.89,318.59
5,22,7,30,2022-07-25,"INBOUND","RECEIVING","AFTS","OFFSHORE",101,171.4,7.4,147.83,150102.68,14549.15,16943.45,8339,4605,49,68.32,875.74,84.88,98.85,48.65,26.87,0.29,3.16,296.92
5,22,7,30,2022-07-25,"INBOUND","RECEIVING","AFTS","DOMESTIC",29.87,35.43,0.1,30.42,32909.74,2924.27,2107,460,118,18,98.19,928.87,82.54,59.47,12.98,3.33,0.51,24.78,162.46
5,22,7,30,2022-07-26,"INBOUND","RECEIVING","DAYS","OFFSHORE",123.95,152.07,0,131.72,248093.33,18515.95,19978.14,15145,6997,13,94.1,1631.44,121.76,131.37,99.59,46.01,0.09,2.65,1424.3
5,22,7,30,2022-07-26,"INBOUND","RECEIVING","DAYS","DOMESTIC",24.43,29.2,0,23.88,49765.8,3915.75,3423.92,1312,126,4,102.3,1704.31,134.1,117.26,44.93,4.32,0.14,31.08,978.94
5,22,7,30,2022-07-26,"INBOUND","RECEIVING","AFTS","OFFSHORE",104.21,174.33,13.1,152.6,158809.68,14005.27,18418.52,6381,2935.5,18,68.29,910.97,80.34,105.65,36.6,16.84,0.1,4.77,778.07
5,22,7,30,2022-07-26,"INBOUND","RECEIVING","AFTS","DOMESTIC",30.85,48.48,2.92,39.48,78146.25,5413.58,4704.5,1257,258,21,78.14,1611.93,111.67,97.04,25.93,5.32,0.43,20.98,257.79
5,22,7,30,2022-07-27,"INBOUND","RECEIVING","DAYS","OFFSHORE",82.62,141.13,0,120.92,127261.73,11287.44,11646.61,6253,2355,11,68.33,901.73,79.98,82.52,44.31,16.69,0.08,4.79,1026.13
