"WHSE","YEAR","MONTH","WEEK","DATE","DEPT_WORKED","CORE_PROCESS","SHIFT_TYPE","SKU_CLASS","STD_TIME","ACTUAL_TIME","INDIRECT_TIME","ONSTD_TIME","WEIGHT","CUBE","CARTONS","PALLET","LINES","TRAILER_CHURN","EFF","WEIGHT_PH","CUBE_PH","CARTONS_PH","PALLET_PH","LINES_PH","TRAILER_PH","CUBE_PER_LINE","CUBE_PER_TRAILER"
5,22,3,13,2022-03-29,"INBOUND","RECEIVING","AFTS","OFFSHORE",84.55,147.8,7.33,128.35,159223.23,11840.24,16191.44,6704,3361,7,65.87,1077.29,80.11,109.55,45.36,22.74,0.05,3.52,1691.46
5,22,3,13,2022-03-29,"INBOUND","RECEIVING","AFTS","DOMESTIC",60.35,68.93,2.45,60.35,106408.73,12869.59,6271,593,142,5,100,1543.72,186.71,90.98,8.6,2.06,0.07,90.63,2573.92
5,22,3,13,2022-03-30,"INBOUND","RECEIVING","DAYS","OFFSHORE",63.66,100.58,0,87.45,139052.35,11709.66,13294.48,9015,4514,32,72.8,1382.5,116.42,132.18,89.63,44.88,0.32,2.59,365.93
5,22,3,13,2022-03-30,"INBOUND","RECEIVING","DAYS","DOMESTIC",18.64,21.37,0,19.03,58079.06,4386.74,5465,1052,148,14,97.95,2717.78,205.28,255.73,49.23,6.93,0.66,29.64,313.34
5,22,3,13,2022-03-30,"INBOUND","RECEIVING","AFTS","OFFSHORE",57.25,99.95,0,87.62,108280.92,9401.4,11605.42,3374,1541,8,65.34,1083.35,94.06,116.11,33.76,15.42,0.08,6.1,1175.17
5,22,3,13,2022-03-30,"INBOUND","RECEIVING","AFTS","DOMESTIC",63.17,67.57,0,57.73,62016.73,4843.26,4139,719,145,5,109.42,917.81,71.68,61.25,10.64,2.15,0.07,33.4,968.65
5,22,3,13,2022-03-31,"INBOUND","RECEIVING","DAYS","OFFSHORE",95.03,132.68,11.5,115.07,161634.84,13196.26,12592.79,11819,4678,6,82.58,1218.23,99.46,94.91,89.08,35.26,0.05,2.82,2199.38
5,22,3,13,2022-03-31,"INBOUND","RECEIVING","DAYS","DOMESTIC",25.9,19.15,0,17.42,50574.39,4259.99,2537,1410,252,11,148.68,2640.96,222.45,132.48,73.63,13.16,0.57,16.9,387.27
5,22,3,13,2022-03-31,"INBOUND","RECEIVING","AFTS","OFFSHORE",85.1,137.22,14.37,119.15,129142.35,10796.7,12592.62,6120,3135,9,71.42,941.13,78.68,91.77,44.6,22.85,0.07,3.44,1199.63
5,22,3,13,2022-03-31,"INBOUND","RECEIVING","AFTS","DOMESTIC",43.18,52.98,4.12,45.65,49720.66,4211.98,2730,707,121,3,94.59,938.48,79.5,51.53,13.34,2.28,0.06,34.81,1403.99
5,22,4,14,2022-04-01,"INBOUND","RECEIVING","DAYS","OFFSHORE",82.61,161.28,20.37,139.95,125183.16,13061.73,10889.85,9493,3992,4,59.03,776.19,80.99,67.52,58.86,24.75,0.02,3.27,3265.43
5,22,4,14,2022-04-01,"INBOUND","RECEIVING","DAYS","DOMESTIC",32.08,41.2,0,36.18,32551.98,3679.41,2960.5,533.25,81.25,2,88.67,790.1,89.31,71.86,12.94,1.97,0.05,45.29,1839.7
5,22,4,14,2022-04-01,"INBOUND","RECEIVING","AFTS","OFFSHORE",117.51,153.93,2.75,131.75,168960.22,14537.26,18342.94,6709,2972,10,89.19,1097.64,94.44,119.16,43.58,19.31,0.06,4.89,1453.73
5,22,4,14,2022-04-01,"INBOUND","RECEIVING","AFTS","DOMESTIC",55.93,71.68,0.23,62.35,105309.56,7418.35,6757,1526,242,7,89.7,1469.16,103.49,94.27,21.29,3.38,0.1,30.65,1059.76
5,22,4,14,2022-04-02,"INBOUND","RECEIVING","DAYS","OFFSHORE",80.9,115.38,8.37,100,113299.39,11394.44,15182.69,9165.5,4435.5,5,80.9,981.97,98.76,131.59,79.44,38.44,0.04,2.57,2278.89
5,22,4,14,2022-04-02,"INBOUND","RECEIVING","DAYS","DOMESTIC",71.54,80.42,1.8,70.25,76499.66,9205.41,6697,3968,435,3,101.84,951.25,114.47,83.28,49.34,5.41,0.04,21.16,3068.47
5,22,4,14,2022-04-02,"INBOUND","RECEIVING","AFTS","OFFSHORE",145.82,183.65,4.7,158.23,152970.77,13153.25,17611.44,8605,5893,9,92.16,832.95,71.62,95.9,46.86,32.09,0.05,2.23,1461.47
5,22,4,14,2022-04-02,"INBOUND","RECEIVING","AFTS","DOMESTIC",76.74,87.58,5.5,75.37,126991.67,9612.08,7851,1470,292,7,101.82,1450.01,109.75,89.64,16.78,3.33,0.08,32.92,1373.15
5,22,4,14,2022-04-03,"INBOUND","RECEIVING","DAYS","OFFSHORE",92.23,146.43,0,126.48,188766.21,15710.01,17406.69,10024.67,4302,6,72.92,1289.12,107.29,118.87,68.46,29.38,0.04,3.65,2618.34
5,22,4,14,2022-04-03,"INBOUND","RECEIVING","DAYS","DOMESTIC",24.93,50.1,0,45.42,51076.11,6075.8,3412.33,2282.33,196.33,2,54.89,1019.48,121.27,68.11,45.56,3.92,0.04,30.95,3037.9
5,22,4,14,2022-04-03,"INBOUND","RECEIVING","AFTS","OFFSHORE",155.55,224.28,8.62,195.07,202667.75,17255.42,25848.01,9444.33,4765,7,79.74,903.64,76.94,115.25,42.11,21.25,0.03,3.62,2465.06
5,22,4,14,2022-04-03,"INBOUND","RECEIVING","AFTS","DOMESTIC",31.91,45.25,0.53,38.7,73967.69,7224.53,5076.33,867.67,187.67,3,82.45,1634.65,159.66,112.18,19.18,4.15,0.07,38.5,2408.18
5,22,4,14,2022-04-04,"INBOUND","RECEIVING","DAYS","OFFSHORE",79.37,159.62,0,138.28,137137.85,13939.57,13901.31,10153.67,4842,6,57.4,859.15,87.33,87.09,63.61,30.33,0.04,2.88,2323.26
5,22,4,14,2022-04-04,"INBOUND","RECEIVING","DAYS","DOMESTIC",25.99,36.53,0,32.18,85329.04,4562.14,3594.02,1176.67,223.67,2,80.76,2335.86,124.89,98.39,32.21,6.12,0.05,20.4,2281.07
5,22,4,14,2022-04-04,"INBOUND","RECEIVING","AFTS","OFFSHORE",91.55,149.85,13.27,129.12,167071.36,15476.51,15748.5,9924.33,4918,4,70.9,1114.92,103.28,105.1,66.23,32.82,0.03,3.15,3869.13
5,22,4,14,2022-04-04,"INBOUND","RECEIVING","AFTS","DOMESTIC",66.39,73.25,4.92,64.02,171824.61,17764.99,7236.67,1239.03,165.83,2,103.7,2345.73,242.53,98.79,16.92,2.26,0.03,107.13,8882.5
5,22,4,14,2022-04-05,"INBOUND","RECEIVING","DAYS","OFFSHORE",54.94,124.53,2.73,107,83943.78,10531.75,10165.23,5132.5,1502.5,11,51.35,674.08,84.57,81.63,41.21,12.07,0.09,7.01,957.43
5,22,4,14,2022-04-05,"INBOUND","RECEIVING","DAYS","DOMESTIC",34.55,49.37,2.77,43.23,58894.92,10130.35,5564,5199,523,5,79.92,1192.93,205.19,112.7,105.31,10.59,0.1,19.37,2026.07
5,22,4,14,2022-04-05,"INBOUND","RECEIVING","AFTS","OFFSHORE",104.86,145.52,12.22,126.77,141957.69,14484.11,13574.16,6768.6,3358,4,82.72,975.52,99.53,93.28,46.51,23.08,0.03,4.31,3621.03
5,22,4,14,2022-04-05,"INBOUND","RECEIVING","AFTS","DOMESTIC",21.16,35.5,0,30.25,23180.25,3184.3,1913,519.5,87.5,2,69.95,652.96,89.7,53.89,14.63,2.46,0.06,36.39,1592.15
5,22,4,14,2022-04-06,"INBOUND","RECEIVING","DAYS","OFFSHORE",79.02,122.3,9,105.07,146520.76,12129.68,22436.6,9487,3118,10,75.21,1198.04,99.18,183.46,77.57,25.49,0.08,3.89,1212.97
5,22,4,14,2022-04-06,"INBOUND","RECEIVING","DAYS","DOMESTIC",17.31,31.28,0,27.55,50682.94,5075.21,4912,1003,159,5,62.83,1620.3,162.25,157.03,32.07,5.08,0.16,31.92,1015.04
5,22,4,14,2022-04-06,"INBOUND","RECEIVING","AFTS","OFFSHORE",67.47,102.65,11.4,88.42,108432.28,9710.67,11073.33,4062,1868,7,76.31,1056.33,94.6,107.87,39.57,18.2,0.07,5.2,1387.24
5,22,4,14,2022-04-06,"INBOUND","RECEIVING","AFTS","DOMESTIC",57.82,48.62,0.93,41.68,57066.14,3248.41,3309,633,163,3,138.72,1173.72,66.81,68.06,13.02,3.35,0.06,19.93,1082.8
5,22,4,14,2022-04-07,"INBOUND","RECEIVING","DAYS","OFFSHORE",75.89,113.7,3.38,98.55,159933.13,13540.99,12872.44,10684,4181,4,77.01,1406.62,119.09,113.21,93.97,36.77,0.04,3.24,3385.25
5,22,4,14,2022-04-07,"INBOUND","RECEIVING","DAYS","DOMESTIC",29.04,45.37,3.12,38.85,40691.67,8365.98,2868,5845,491,4,74.75,896.88,184.39,63.21,128.83,10.82,0.09,17.04,2091.5
5,22,4,14,2022-04-07,"INBOUND","RECEIVING","AFTS","OFFSHORE",97.25,131.2,10.82,115.43,139250.92,12222.5,13309.42,5280,2245,8,84.25,1061.36,93.16,101.44,40.24,17.11,0.06,5.44,1527.81
5,22,4,14,2022-04-07,"INBOUND","RECEIVING","AFTS","DOMESTIC",44.08,68.42,2.42,58.28,67673.94,6065.75,4509,1132,169,5,75.63,989.1,88.65,65.9,16.54,2.47,0.07,35.89,1213.15
5,22,4,15,2022-04-08,"INBOUND","RECEIVING","DAYS","OFFSHORE",73.2,119.7,3.33,104.43,128687.22,11826.03,12981.97,4816.75,1454,3,70.09,1075.08,98.8,108.45,40.24,12.15,0.03,8.13,3942.01
5,22,4,15,2022-04-08,"INBOUND","RECEIVING","DAYS","DOMESTIC",46.09,66.13,1.42,58.5,46202.36,5927.83,2762,1842,219,2,78.79,698.66,89.64,41.77,27.85,3.31,0.03,27.07,2963.92
5,22,4,15,2022-04-08,"INBOUND","RECEIVING","AFTS","OFFSHORE",142.28,213.9,9.72,184.55,220479.7,18924.75,21107.79,6626.5,2656.25,13,77.1,1030.76,88.47,98.68,30.98,12.42,0.06,7.12,1455.75
5,22,4,15,2022-04-08,"INBOUND","RECEIVING","AFTS","DOMESTIC",43.07,61.78,1.35,52.65,59803.06,5961.83,5442,1061,200,5,81.8,968,96.5,88.09,17.17,3.24,0.08,29.81,1192.37
5,22,4,15,2022-04-09,"INBOUND","RECEIVING","DAYS","OFFSHORE",86.72,158.57,5.77,137.63,140966.11,11603.12,11784.17,7537.33,2765.33,6,63.01,888.98,73.17,74.32,47.53,17.44,0.04,4.2,1933.85
5,22,4,15,2022-04-09,"INBOUND","RECEIVING","DAYS","DOMESTIC",35.11,62.63,4.73,54.47,69187.32,8623.57,6586,2879,279,16,64.46,1104.7,137.69,105.16,45.97,4.45,0.26,30.91,538.97
5,22,4,15,2022-04-09,"INBOUND","RECEIVING","AFTS","OFFSHORE",127.2,161.08,11.9,140.42,192270.47,16034.91,21153.56,6371,2583,11,90.59,1193.63,99.55,131.32,39.55,16.04,0.07,6.21,1457.72
5,22,4,15,2022-04-09,"INBOUND","RECEIVING","AFTS","DOMESTIC",56.64,64.08,2.47,55.13,80189.15,8569.74,7728,1321,219,6,102.74,1251.39,133.74,120.6,20.61,3.42,0.09,39.13,1428.29
5,22,4,15,2022-04-10,"INBOUND","RECEIVING","DAYS","OFFSHORE",82.06,172.45,4,148.52,130799.33,12855.98,16917.77,9857,4788,12,55.25,758.48,74.55,98.1,57.16,27.76,0.07,2.69,1071.33
5,22,4,15,2022-04-10,"INBOUND","RECEIVING","DAYS","DOMESTIC",17.27,29.72,0,25.63,27887.1,3544.56,2351,749,108,6,67.38,938.33,119.27,79.1,25.2,3.63,0.2,32.82,590.76
5,22,4,15,2022-04-10,"INBOUND","RECEIVING","AFTS","OFFSHORE",150.1,212.9,11.78,182.93,279761.57,19209.71,34550.07,13548,7817,13,82.05,1314.05,90.23,162.28,63.64,36.72,0.06,2.46,1477.67
5,22,4,15,2022-04-10,"INBOUND","RECEIVING","AFTS","DOMESTIC",50.17,50.05,4.87,42.67,122275.44,12591.81,5856,410,154,7,117.58,2443.07,251.58,117,8.19,3.08,0.14,81.76,1798.83
5,22,4,15,2022-04-11,"INBOUND","RECEIVING","DAYS","OFFSHORE",82.18,171.25,10.07,147.5,142624.72,10384.81,14899.8,9058,6036,6,55.72,832.85,60.64,87.01,52.89,35.25,0.04,1.72,1730.8
5,22,4,15,2022-04-11,"INBOUND","RECEIVING","DAYS","DOMESTIC",26.96,30.15,2.17,26.93,50467.05,3529.99,2821,908,183,3,100.11,1673.87,117.08,93.57,30.12,6.07,0.1,19.29,1176.66
5,22,4,15,2022-04-11,"INBOUND","RECEIVING","AFTS","OFFSHORE",125.81,177.53,16.17,156.43,204183.33,14197.97,23805.05,7286,3589,11,80.43,1150.13,79.98,134.09,41.04,20.22,0.06,3.96,1290.72
5,22,4,15,2022-04-11,"INBOUND","RECEIVING","AFTS","DOMESTIC",36.85,47.58,5.62,42.08,46571.13,2951.69,2393,327,108,3,87.57,978.8,62.04,50.29,6.87,2.27,0.06,27.33,983.9
5,22,4,15,2022-04-12,"INBOUND","RECEIVING","DAYS","OFFSHORE",91.15,148.75,1.5,127.17,153458.93,14244.05,18520.65,13154.5,6780,11,71.68,1031.66,95.76,124.51,88.43,45.58,0.07,2.1,1294.91
5,22,4,15,2022-04-12,"INBOUND","RECEIVING","DAYS","DOMESTIC",13.71,22.83,2.5,20.5,31792.61,2905.39,2047,674,83,3,66.88,1392.58,127.26,89.66,29.52,3.64,0.13,35,968.46
5,22,4,15,2022-04-12,"INBOUND","RECEIVING","AFTS","OFFSHORE",72.39,104.83,1.75,92.17,106335.48,9852.51,11880.04,5421,2784,7,78.54,1014.36,93.99,113.33,51.71,26.56,0.07,3.54,1407.5
5,22,4,15,2022-04-12,"INBOUND","RECEIVING","AFTS","DOMESTIC",37.04,39.87,0,34.53,62560.32,5054.43,3336,682,113,2,107.27,1569.11,126.77,83.67,17.11,2.83,0.05,44.73,2527.22
5,22,4,15,2022-04-13,"INBOUND","RECEIVING","DAYS","OFFSHORE",70.31,106.53,8.88,91.55,150712.34,12087.48,12041.81,6406,2085,9,76.8,1414.74,113.47,113.04,60.13,19.57,0.08,5.8,1343.05
5,22,4,15,2022-04-13,"INBOUND","RECEIVING","DAYS","DOMESTIC",23.13,27,1.63,23.32,50478.06,4760.45,3036,2341,220,12,99.19,1869.56,176.31,112.44,86.7,8.15,0.44,21.64,396.7
5,22,4,15,2022-04-13,"INBOUND","RECEIVING","AFTS","OFFSHORE",106.97,143.35,5.53,124.12,155100.48,14464.26,15400.74,9738,4380,9,86.18,1081.97,100.9,107.43,67.93,30.55,0.06,3.3,1607.14
5,22,4,15,2022-04-13,"INBOUND","RECEIVING","AFTS","DOMESTIC",23.95,30.9,2.07,25.48,23248.49,2014.8,3128,196,68,3,94,752.38,65.2,101.23,6.34,2.2,0.1,29.63,671.6
5,22,4,15,2022-04-14,"INBOUND","RECEIVING","DAYS","OFFSHORE",77,129.17,9.73,113.63,124882.94,11959.35,12499.17,11952,5815,4,67.76,966.81,92.59,96.77,92.53,45.02,0.03,2.06,2989.84
5,22,4,15,2022-04-14,"INBOUND","RECEIVING","DAYS","DOMESTIC",15.91,23.52,3.27,20.85,23800.04,3451.16,2625.38,862,99,11,76.31,1011.91,146.73,111.62,36.65,4.21,0.47,34.86,313.74
5,22,4,15,2022-04-14,"INBOUND","RECEIVING","AFTS","OFFSHORE",96.28,124.75,11.43,108.02,140570.87,15766.57,15070.52,7211,3370,9,89.13,1126.82,126.39,120.81,57.8,27.01,0.07,4.68,1751.84
5,22,4,15,2022-04-14,"INBOUND","RECEIVING","AFTS","DOMESTIC",77,62.82,2.75,54.2,152261.57,9471.71,7888,1445,408,4,142.07,2423.78,150.78,125.57,23,6.49,0.06,23.21,2367.93
5,22,4,16,2022-04-15,"INBOUND","RECEIVING","AFTS","OFFSHORE",12.18,15.87,0,15.78,14715.58,2347.79,2207.75,317,136,14,77.19,927.26,147.94,139.11,19.97,8.57,0.88,17.26,167.7
5,22,4,16,2022-04-15,"INBOUND","RECEIVING","AFTS","DOMESTIC",6.46,10.48,0,10.4,29463.91,1545.72,1244,24,12,1,62.12,2811.44,147.49,118.7,2.29,1.15,0.1,128.81,1545.72
5,22,4,16,2022-04-16,"INBOUND","RECEIVING","DAYS","OFFSHORE",87.09,151.92,8,130.28,156799.4,14837.12,17770.04,13479,6082.5,11,66.85,1032.12,97.66,116.97,88.72,40.04,0.07,2.44,1348.83
5,22,4,16,2022-04-16,"INBOUND","RECEIVING","DAYS","DOMESTIC",17.45,23.8,0,21,64589.33,3746.41,3756,1054,189,19,83.1,2713.84,157.41,157.82,44.29,7.94,0.8,19.82,197.18
5,22,4,16,2022-04-16,"INBOUND","RECEIVING","AFTS","OFFSHORE",92.33,172.03,20.45,145.82,152982.71,14322.9,15871.06,11224,6084,41,63.32,889.28,83.26,92.26,65.24,35.37,0.24,2.35,349.34
5,22,4,16,2022-04-16,"INBOUND","RECEIVING","AFTS","DOMESTIC",71.54,47.48,3.65,39.85,49729.58,3060.93,3831,366,117,5,179.52,1047.38,64.47,80.69,7.71,2.46,0.11,26.16,612.19
5,22,4,16,2022-04-17,"INBOUND","RECEIVING","DAYS","OFFSHORE",76.83,160.8,3.6,138.62,153076.41,14752.69,14093.45,10935.25,5039.5,4,55.42,951.97,91.75,87.65,68.01,31.34,0.02,2.93,3688.17
5,22,4,16,2022-04-17,"INBOUND","RECEIVING","DAYS","DOMESTIC",32.27,32.15,2.5,28.15,224632.76,10837.89,9295,897.25,167,4,114.64,6987.02,337.1,289.11,27.91,5.19,0.12,64.9,2709.47
5,22,4,16,2022-04-17,"INBOUND","RECEIVING","AFTS","OFFSHORE",161.46,214.25,11,182.55,243308,19513.37,26246.05,11537,5837,13,88.45,1135.63,91.08,122.5,53.85,27.24,0.06,3.34,1501.03
5,22,4,16,2022-04-17,"INBOUND","RECEIVING","AFTS","DOMESTIC",79.86,61.97,5.75,56.03,129224.13,7337.89,7632,507,180,8,142.53,2085.27,118.41,123.16,8.18,2.9,0.13,40.77,917.24
5,22,4,16,2022-04-18,"INBOUND","RECEIVING","DAYS","OFFSHORE",70.68,106.9,9.48,92.5,130096.22,11333.5,15829.59,7536.5,3676.5,12,76.41,1216.99,106.02,148.08,70.5,34.39,0.11,3.08,944.46
5,22,4,16,2022-04-18,"INBOUND","RECEIVING","DAYS","DOMESTIC",29.9,28.15,3.02,24.75,61118.92,4185.88,3576.5,839,166,17,120.81,2171.19,148.7,127.05,29.8,5.9,0.6,25.22,246.23
5,22,4,16,2022-04-18,"INBOUND","RECEIVING","AFTS","OFFSHORE",148.59,169.95,4,149.5,173701.21,16790.39,21268.89,10127,4394,11,99.39,1022.07,98.8,125.15,59.59,25.85,0.06,3.82,1526.4
5,22,4,16,2022-04-18,"INBOUND","RECEIVING","AFTS","DOMESTIC",29.44,30.92,0,26.55,117278.32,6119.36,6216,435,109,5,110.89,3792.96,197.91,201.03,14.07,3.53,0.16,56.14,1223.87
5,22,4,16,2022-04-19,"INBOUND","RECEIVING","DAYS","OFFSHORE",58.65,110.52,0,95.93,97034.78,8520.52,11403.8,5576,2600,28,61.14,877.98,77.09,103.18,50.45,23.53,0.25,3.28,304.3
5,22,4,16,2022-04-19,"INBOUND","RECEIVING","DAYS","DOMESTIC",7.54,10.87,0,8.92,19724.27,1744.18,1190,453,91,8,84.53,1814.56,160.46,109.48,41.67,8.37,0.74,19.17,218.02
5,22,4,16,2022-04-19,"INBOUND","RECEIVING","AFTS","OFFSHORE",104.72,134.32,6.38,116.4,124999.79,10720.5,11633.52,6933,3928,7,89.97,930.61,79.81,86.61,51.62,29.24,0.05,2.73,1531.5
5,22,4,16,2022-04-19,"INBOUND","RECEIVING","AFTS","DOMESTIC",10.87,15.38,0.47,14.12,22735.18,1549.81,1434.83,192,71,16,76.98,1478.23,100.77,93.29,12.48,4.62,1.04,21.83,96.86
5,22,4,16,2022-04-20,"INBOUND","RECEIVING","DAYS","OFFSHORE",72.47,93.35,0,80.68,140399.72,11363.29,14379.02,9238.5,3572.5,9,89.82,1504.01,121.73,154.03,98.97,38.27,0.1,3.18,1262.59
5,22,4,16,2022-04-20,"INBOUND","RECEIVING","DAYS","DOMESTIC",28.97,31.55,0,27.48,43933.73,5765.67,3111,1564,194,5,105.42,1392.51,182.75,98.61,49.57,6.15,0.16,29.72,1153.13
5,22,4,16,2022-04-20,"INBOUND","RECEIVING","AFTS","OFFSHORE",74.57,82.68,2.08,71,79409.55,7756.09,9957.67,3922,1823,3,105.03,960.44,93.81,120.44,47.44,22.05,0.04,4.25,2585.36
5,22,4,16,2022-04-20,"INBOUND","RECEIVING","AFTS","DOMESTIC",34.55,31.05,1,27.8,40010.39,2953.01,1779,748,158,2,124.28,1288.58,95.1,57.29,24.09,5.09,0.06,18.69,1476.51
5,22,4,16,2022-04-21,"INBOUND","RECEIVING","DAYS","OFFSHORE",87.53,127.3,3,112.83,134576.48,11832.23,19104.8,13009.75,6709.75,4,77.58,1057.16,92.95,150.08,102.2,52.71,0.03,1.76,2958.06
5,22,4,16,2022-04-21,"INBOUND","RECEIVING","DAYS","DOMESTIC",31.78,37.22,0,32.82,73723.3,5193.82,4178.75,1550.5,176.5,2,96.83,1980.74,139.54,112.27,41.66,4.74,0.05,29.43,2596.91
5,22,4,16,2022-04-21,"INBOUND","RECEIVING","AFTS","OFFSHORE",80.07,110.42,7.5,94.12,103883.89,8763.01,12437.72,2987.75,1365.75,5,85.07,940.81,79.36,112.64,27.06,12.37,0.05,6.42,1752.6
5,22,4,16,2022-04-21,"INBOUND","RECEIVING","AFTS","DOMESTIC",60.97,48.85,0.57,42.13,87260.28,4602.56,5200.25,1262,152.5,3,144.72,1786.29,94.22,106.45,25.83,3.12,0.06,30.18,1534.19
5,22,4,17,2022-04-22,"INBOUND","RECEIVING","DAYS","OFFSHORE",83.06,108.95,10.15,97.05,152258.19,10874.78,21291.55,8964,4430,6,85.58,1397.51,99.81,195.42,82.28,40.66,0.06,2.45,1812.46
5,22,4,17,2022-04-22,"INBOUND","RECEIVING","DAYS","DOMESTIC",50.75,58.72,1.83,50.43,71900.1,6288.52,4973,2037,358,3,100.63,1224.46,107.09,84.69,34.69,6.1,0.05,17.57,2096.17
5,22,4,17,2022-04-22,"INBOUND","RECEIVING","AFTS","OFFSHORE",100.3,144.95,6.93,123.98,165682.78,12995.57,18676.12,8392,4603,11,80.9,1143.03,89.66,128.85,57.9,31.76,0.08,2.82,1181.42
5,22,4,17,2022-04-22,"INBOUND","RECEIVING","AFTS","DOMESTIC",61.73,80.83,9.07,70.4,86396.18,6225.44,5909.67,1450,337,4,87.68,1068.86,77.02,73.11,17.94,4.17,0.05,18.47,1556.36
5,22,4,17,2022-04-23,"INBOUND","RECEIVING","DAYS","OFFSHORE",116.17,133.98,7.68,115.57,138084.54,13037.33,14822.26,11897,7051,8,100.52,1030.64,97.31,110.63,88.8,52.63,0.06,1.85,1629.67
5,22,4,17,2022-04-23,"INBOUND","RECEIVING","DAYS","DOMESTIC",46.11,36.53,0,32.15,31701.93,3889.74,2909,774.5,173,2,143.42,867.83,106.48,79.63,21.2,4.74,0.05,22.48,1944.87
5,22,4,17,2022-04-23,"INBOUND","RECEIVING","AFTS","OFFSHORE",129.43,173,3.3,148.15,183244.74,15429.44,22142.2,10050,5931,21,87.36,1059.22,89.19,127.99,58.09,34.28,0.12,2.6,734.74
5,22,4,17,2022-04-23,"INBOUND","RECEIVING","AFTS","DOMESTIC",35.84,41.03,0.2,37.15,45846.76,3837.86,7613.5,560.5,161.5,4,96.47,1117.4,93.54,185.56,13.66,3.94,0.1,23.76,959.46
5,22,4,17,2022-04-24,"INBOUND","RECEIVING","DAYS","OFFSHORE",62.21,144.22,0,125.22,124207.64,9839.07,14460.85,8100,4518,28,49.68,861.24,68.22,100.27,56.16,31.33,0.19,2.18,351.4
5,22,4,17,2022-04-24,"INBOUND","RECEIVING","DAYS","DOMESTIC",19.4,23.05,0,19.33,40906.28,2392.46,3145.12,599,121,10,100.36,1774.68,103.79,136.45,25.99,5.25,0.43,19.77,239.25
5,22,4,17,2022-04-24,"INBOUND","RECEIVING","AFTS","OFFSHORE",122.15,182.43,6.6,158.53,162521.05,13208.8,22447.56,7730,4408,10,77.05,890.87,72.4,123.05,42.37,24.16,0.05,3,1320.88
5,22,4,17,2022-04-24,"INBOUND","RECEIVING","AFTS","DOMESTIC",29.94,32.45,0.73,28.55,78450.2,3775.49,5360.75,821,187,7,104.87,2417.57,116.35,165.2,25.3,5.76,0.22,20.19,539.36
5,22,4,17,2022-04-25,"INBOUND","RECEIVING","DAYS","OFFSHORE",113.97,218.63,0,184.72,182489.49,14321.98,19409.45,15245.5,7693.5,13,61.7,834.7,65.51,88.78,69.73,35.19,0.06,1.86,1101.69
5,22,4,17,2022-04-25,"INBOUND","RECEIVING","DAYS","DOMESTIC",14.33,21.57,0,18.03,77043.79,3853.18,3127,817,167,11,79.48,3571.8,178.64,144.97,37.88,7.74,0.51,23.07,350.29
5,22,4,17,2022-04-25,"INBOUND","RECEIVING","AFTS","OFFSHORE",69.51,103.17,7.15,90.93,92157.11,7889.67,10248.96,4410,2412,7,76.44,893.25,76.47,99.34,42.74,23.38,0.07,3.27,1127.1
5,22,4,17,2022-04-25,"INBOUND","RECEIVING","AFTS","DOMESTIC",53.71,85.07,0.83,71.47,118026.36,5803.01,5232,1884,336,3,75.15,1387.4,68.21,61.5,22.15,3.95,0.04,17.27,1934.34
5,22,4,17,2022-04-26,"INBOUND","RECEIVING","DAYS","OFFSHORE",55.62,77.33,7,65.68,104736.34,7625.44,10581.91,4194,2326,11,84.68,1354.41,98.61,136.84,54.24,30.08,0.14,3.28,693.22
5,22,4,17,2022-04-26,"INBOUND","RECEIVING","DAYS","DOMESTIC",33.39,33.58,0,28.35,84294.68,4947.03,4127,1333,281,6,117.78,2510.26,147.32,122.9,39.7,8.37,0.18,17.61,824.5
5,22,4,17,2022-04-26,"INBOUND","RECEIVING","AFTS","OFFSHORE",62.46,102.78,5.22,87.53,117232.35,8290.43,11867.16,6685,3522,7,71.36,1140.61,80.66,115.46,65.04,34.27,0.07,2.35,1184.35
5,22,4,17,2022-04-26,"INBOUND","RECEIVING","AFTS","DOMESTIC",51.96,63.72,0.98,57.53,42239.13,4860.35,3554.99,817,169,4,90.32,662.89,76.28,55.79,12.82,2.65,0.06,28.76,1215.09
5,22,4,17,2022-04-27,"INBOUND","RECEIVING","DAYS","OFFSHORE",64.11,91.97,3.45,79.63,125718.65,10468.73,11167.18,7582,3666,33,80.51,1366.95,113.83,121.42,82.44,39.86,0.36,2.86,317.23
5,22,4,17,2022-04-27,"INBOUND","RECEIVING","DAYS","DOMESTIC",27.06,41.15,2.5,34.48,73731.52,4912.79,5185,1671,220,6,78.48,1791.77,119.39,126,40.61,5.35,0.15,22.33,818.8
5,22,4,17,2022-04-27,"INBOUND","RECEIVING","AFTS","OFFSHORE",65.97,75.53,6.07,66.72,74629.41,6534.84,8813.85,4694,2598,6,98.88,988.08,86.52,116.69,62.15,34.4,0.08,2.52,1089.14
5,22,4,17,2022-04-27,"INBOUND","RECEIVING","AFTS","DOMESTIC",16.94,26.07,0.6,23.23,22782.09,2074.28,1360,384,50,1,72.92,873.88,79.57,52.17,14.73,1.92,0.04,41.49,2074.28
5,22,4,17,2022-04-28,"INBOUND","RECEIVING","DAYS","OFFSHORE",96.6,163.8,4.33,141.82,160090.01,14676.16,18696.03,12072,6187,6,68.11,977.35,89.6,114.14,73.7,37.77,0.04,2.37,2446.03
5,22,4,17,2022-04-28,"INBOUND","RECEIVING","DAYS","DOMESTIC",54.65,81.93,0,72.73,99027.49,9908.52,4372,2509,381,3,75.14,1208.68,120.94,53.36,30.62,4.65,0.04,26.01,3302.84
